FileName: C:\DOCUME~1\NETMIND\DESKTOP\ZONE12~1\GP353FR.TXT
Local Time: Mon Sep 10 17:16:36 2007

Ship: Trawl survey southern Gulf Trip: GP353Fr Tow: tow 11
Comments: Zone 12 - Île du Prince Édouard
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
070910  201634  46  34.2621 N  62  34.7763 W   8.0       10.0*      11.7*       3.9*     -36.1*
070910  202135  46  33.9088 N  62  34.9055 W   2.0       13.6       11.5        7.8       44.0 
070910  202136  46  33.9082 N  62  34.9057 W   2.0       13.6       11.5        7.8       44.0 
070910  202137  46  33.9076 N  62  34.9059 W   2.0       13.6       11.5        7.8       44.0 
070910  202138  46  33.9071 N  62  34.9061 W   2.0       13.6       11.5        8.0*      44.0 
070910  202139  46  33.9064 N  62  34.9062 W   2.1       13.6       11.5        8.0       44.0 
070910  202140  46  33.9058 N  62  34.9063 W   2.1       13.6       11.5        8.0       44.0 
070910  202141  46  33.9052 N  62  34.9064 W   2.1       13.6       10.7*       8.0       44.0 
070910  202142  46  33.9045 N  62  34.9066 W   2.1       13.6       10.7        8.0       44.0 
070910  202143  46  33.9039 N  62  34.9068 W   2.1       13.6       10.7        8.0*      44.0 
070910  202144  46  33.9033 N  62  34.9069 W   2.1       13.6       10.7        8.0       46.2*
070910  202145  46  33.9026 N  62  34.9070 W   2.1       13.6       10.7        8.0       46.2 
070910  202146  46  33.9020 N  62  34.9072 W   2.2       13.6       10.7        8.0       46.2 
070910  202147  46  33.9013 N  62  34.9074 W   2.2       13.6       10.7        8.0       46.2 
070910  202148  46  33.9006 N  62  34.9073 W   2.2       13.6       10.7        8.4*      46.2 
070910  202149  46  33.8999 N  62  34.9075 W   2.2       13.6       10.7        8.4       46.2 
070910  202150  46  33.8992 N  62  34.9077 W   2.2       13.6       10.7        8.4       48.4*
070910  202151  46  33.8985 N  62  34.9078 W   2.2       13.6       10.7        8.4       48.4 
070910  202152  46  33.8979 N  62  34.9080 W   2.2       13.6       10.7        8.4       48.4 
070910  202153  46  33.8973 N  62  34.9082 W   2.2       13.6       11.2*       8.4       48.4 
070910  202154  46  33.8966 N  62  34.9084 W   2.2       13.6       11.2        7.3*      48.4 
070910  202155  46  33.8960 N  62  34.9086 W   2.2       13.6       11.2        7.3       43.1*
070910  202156  46  33.8954 N  62  34.9088 W   2.2       13.6       11.2        7.3       43.1 
070910  202157  46  33.8948 N  62  34.9089 W   2.2       13.6       11.2        7.3       43.1 
070910  202158  46  33.8942 N  62  34.9091 W   2.2       13.6       11.2        7.3       43.1 
070910  202159  46  33.8936 N  62  34.9093 W   2.2       13.6       11.2        6.8*      43.1 
070910  202200  46  33.8930 N  62  34.9096 W   2.2       13.6       11.2        6.8       43.1 
070910  202201  46  33.8923 N  62  34.9098 W   2.3       13.6       11.2        6.8       45.3*
070910  202202  46  33.8917 N  62  34.9100 W   2.3       13.6       11.2        6.8       45.3 
070910  202203  46  33.8911 N  62  34.9102 W   2.3       13.6       11.2        6.8       45.3 
070910  202204  46  33.8905 N  62  34.9104 W   2.3       13.6       11.1*       6.8       45.3 
070910  202205  46  33.8899 N  62  34.9106 W   2.3       13.6       11.1        6.8       45.3 
070910  202206  46  33.8893 N  62  34.9108 W   2.2       13.6       11.1        6.8       47.1*
070910  202207  46  33.8887 N  62  34.9110 W   2.2       13.6       11.1        6.8       47.1 
070910  202208  46  33.8882 N  62  34.9112 W   2.2       13.6       11.1        6.8       47.1 
070910  202209  46  33.8877 N  62  34.9114 W   2.1       13.6       11.1        6.8       47.1 
070910  202210  46  33.8872 N  62  34.9116 W   2.1       13.6       11.1        6.8       47.1 
070910  202211  46  33.8867 N  62  34.9117 W   2.1       13.6       11.1        6.8       45.7*
070910  202212  46  33.8862 N  62  34.9119 W   2.0       13.6       11.1        6.8       45.7 
070910  202213  46  33.8857 N  62  34.9121 W   2.0       13.6       11.1        6.8       45.7 
070910  202214  46  33.8851 N  62  34.9124 W   2.0       13.6       11.1        8.1*      45.7 
070910  202215  46  33.8846 N  62  34.9126 W   2.0       13.6       11.1        8.1       45.7 
070910  202216  46  33.8840 N  62  34.9128 W   2.0       13.6       10.9*       8.1       45.7 
070910  202217  46  33.8836 N  62  34.9130 W   2.0       13.6       10.9        8.1       43.1*
070910  202218  46  33.8830 N  62  34.9132 W   2.0       13.6       10.9        8.1       43.1 
070910  202219  46  33.8824 N  62  34.9134 W   2.0       13.6       10.9        8.1       43.1 
070910  202220  46  33.8819 N  62  34.9136 W   2.0       13.6       10.9        8.1       43.1 
070910  202221  46  33.8814 N  62  34.9138 W   2.0       13.6       10.9        8.1       43.1 
070910  202222  46  33.8808 N  62  34.9140 W   2.0       13.6       10.9        8.1       47.5*
070910  202223  46  33.8802 N  62  34.9143 W   2.1       13.6       10.9        8.1       47.5 
070910  202224  46  33.8796 N  62  34.9145 W   2.1       13.6       10.9        8.1       47.5 
070910  202225  46  33.8791 N  62  34.9147 W   2.1       13.6       10.9        8.1       47.5 
070910  202226  46  33.8786 N  62  34.9149 W   2.1       13.6       10.9        8.1       47.5 
070910  202227  46  33.8780 N  62  34.9152 W   2.1       13.6       10.9        8.1       41.8*
070910  202228  46  33.8773 N  62  34.9154 W   2.1       13.6       11.4*       8.1       41.8 
070910  202229  46  33.8767 N  62  34.9157 W   2.1       13.6       11.4        8.1       41.8 
070910  202230  46  33.8761 N  62  34.9159 W   2.1       13.6       11.4        8.6*      41.8 
070910  202231  46  33.8756 N  62  34.9161 W   2.1       13.6       11.4        8.6       41.8 
070910  202232  46  33.8750 N  62  34.9164 W   2.1       13.6       11.4        8.6       41.8 
070910  202233  46  33.8743 N  62  34.9167 W   2.1       13.6       11.4        8.6       45.7*
070910  202234  46  33.8737 N  62  34.9169 W   2.2       13.6       11.4        8.6       45.7 
070910  202235  46  33.8731 N  62  34.9172 W   2.2       13.6       11.4        9.7*      45.7 
070910  202236  46  33.8725 N  62  34.9174 W   2.2       13.6       11.4        9.7       45.7 
070910  202237  46  33.8718 N  62  34.9176 W   2.2       13.6       11.4        9.7       45.7 
070910  202238  46  33.8712 N  62  34.9179 W   2.2       13.6       11.4        9.7       43.5*
070910  202239  46  33.8706 N  62  34.9181 W   2.2       13.6       11.4        9.7       43.5 
070910  202240  46  33.8700 N  62  34.9183 W   2.2       13.6       11.5*      12.2*      43.5 
070910  202241  46  33.8694 N  62  34.9185 W   2.2       13.6       11.5       12.2       43.5 
070910  202242  46  33.8688 N  62  34.9187 W   2.2       13.6       11.5       12.2       43.5 
070910  202243  46  33.8682 N  62  34.9190 W   2.2       13.6       11.5       12.2       43.5 
070910  202244  46  33.8675 N  62  34.9192 W   2.2       13.6       11.5       12.2       46.6*
070910  202245  46  33.8669 N  62  34.9195 W   2.3       13.6       11.5       12.2       46.6 
070910  202246  46  33.8663 N  62  34.9197 W   2.3       13.6       11.5        6.3*      46.6 
070910  202247  46  33.8657 N  62  34.9199 W   2.3       13.6       11.5        6.3       46.6 
070910  202248  46  33.8651 N  62  34.9201 W   2.3       13.6       11.5        6.3       46.6 
070910  202249  46  33.8645 N  62  34.9204 W   2.2       13.6       11.5        6.3       43.1*
070910  202250  46  33.8639 N  62  34.9206 W   2.2       13.6       11.5        6.3       43.1 
070910  202251  46  33.8633 N  62  34.9207 W   2.2       13.6       11.5       10.2*      43.1 
070910  202252  46  33.8626 N  62  34.9209 W   2.2       13.6       11.5       10.2       43.1 
070910  202253  46  33.8620 N  62  34.9212 W   2.2       13.6       11.5       10.2       43.1 
070910  202254  46  33.8614 N  62  34.9215 W   2.2       13.6       11.5       10.2       44.9*
070910  202255  46  33.8609 N  62  34.9216 W   2.2       13.6       11.5       10.2       44.9 
070910  202256  46  33.8602 N  62  34.9218 W   2.2       13.6       11.5       10.2       44.9 
070910  202257  46  33.8596 N  62  34.9221 W   2.3       13.6       11.5       10.2       44.9 
070910  202258  46  33.8590 N  62  34.9223 W   2.3       13.6       11.5       10.2       44.9 
070910  202259  46  33.8584 N  62  34.9226 W   2.2       13.6       11.5       10.2       44.9 
070910  202300  46  33.8578 N  62  34.9228 W   2.3       13.6       11.5       10.2       43.5*
070910  202301  46  33.8572 N  62  34.9230 W   2.3       13.6       11.5        8.7*      43.5 
070910  202302  46  33.8566 N  62  34.9232 W   2.3       13.6       11.5        8.7       43.5 
070910  202303  46  33.8560 N  62  34.9234 W   2.2       13.6       11.5        8.7       43.5 
070910  202304  46  33.8554 N  62  34.9237 W   2.3       13.6       11.5        8.7       43.5 
070910  202305  46  33.8547 N  62  34.9238 W   2.3       13.6       11.4*       8.7       44.4*
070910  202306  46  33.8541 N  62  34.9241 W   2.3       13.6       11.4        8.7       44.4 
070910  202307  46  33.8536 N  62  34.9243 W   2.2       13.6       11.4        9.9*      44.4 
070910  202308  46  33.8529 N  62  34.9246 W   2.2       13.6       11.4        9.9       44.4 
070910  202309  46  33.8523 N  62  34.9248 W   2.3       13.6       11.4        9.9       44.4 
070910  202310  46  33.8517 N  62  34.9250 W   2.2       13.6       11.4        9.9       44.4 
070910  202311  46  33.8511 N  62  34.9252 W   2.2       13.6       11.4        9.9       44.9*
070910  202312  46  33.8505 N  62  34.9254 W   2.2       13.6       11.4       10.1*      44.9 
070910  202313  46  33.8499 N  62  34.9256 W   2.2       13.6       11.4       10.1       44.9 
070910  202314  46  33.8493 N  62  34.9258 W   2.2       13.6       11.4       10.1       44.9 
070910  202315  46  33.8488 N  62  34.9260 W   2.2       13.6       11.4       10.1       44.9 
070910  202316  46  33.8481 N  62  34.9263 W   2.2       13.6       11.3*      10.1       44.4*
070910  202317  46  33.8475 N  62  34.9265 W   2.3       13.6       11.3       15.5*      44.4 
070910  202318  46  33.8469 N  62  34.9267 W   2.2       13.6       11.3       15.5       44.4 
070910  202319  46  33.8463 N  62  34.9269 W   2.2       13.6       11.3       15.5       44.4 
070910  202320  46  33.8457 N  62  34.9271 W   2.2       13.6       11.3       15.5       44.4 
070910  202321  46  33.8451 N  62  34.9273 W   2.2       13.6       11.3       15.5       43.1*
070910  202322  46  33.8445 N  62  34.9276 W   2.3       13.6       11.3        1.1*      43.1 
070910  202323  46  33.8439 N  62  34.9278 W   2.2       13.6       11.3        1.1       43.1 
070910  202324  46  33.8433 N  62  34.9280 W   2.2       13.6       11.3        1.1       43.1 
070910  202325  46  33.8427 N  62  34.9281 W   2.2       13.6       11.3        1.1       43.1 
070910  202326  46  33.8421 N  62  34.9284 W   2.3       13.6       11.3        1.1       43.1 
070910  202327  46  33.8415 N  62  34.9287 W   2.3       13.6       11.3        1.1       45.3*
070910  202328  46  33.8409 N  62  34.9289 W   2.3       13.6       11.3        7.7*      45.3 
070910  202329  46  33.8403 N  62  34.9291 W   2.3       13.6       11.3        7.7       45.3 
070910  202330  46  33.8397 N  62  34.9293 W   2.2       13.6       11.3        7.7       45.3 
070910  202331  46  33.8390 N  62  34.9295 W   2.2       13.6       11.3        7.7       45.3 
070910  202332  46  33.8384 N  62  34.9297 W   2.2       13.6       11.3        7.7       43.5*
070910  202333  46  33.8378 N  62  34.9299 W   2.3       13.6       11.3        8.6*      43.5 
070910  202334  46  33.8371 N  62  34.9301 W   2.2       13.6       11.3        8.6       43.5 
070910  202335  46  33.8365 N  62  34.9303 W   2.2       13.6       11.3        8.6       43.5 
070910  202336  46  33.8358 N  62  34.9305 W   2.3       13.6       11.3        8.6       43.5 
070910  202337  46  33.8352 N  62  34.9308 W   2.3       13.6       11.3        8.6       43.5 
070910  202338  46  33.8347 N  62  34.9310 W   2.2       13.6       11.3        7.7*      44.9*
070910  202339  46  33.8341 N  62  34.9311 W   2.2       13.6       11.3        7.7       44.9 
070910  202340  46  33.8335 N  62  34.9313 W   2.2       13.6       12.1*       7.7       44.9 
070910  202341  46  33.8330 N  62  34.9314 W   2.1       13.6       12.1        7.7       44.9 
070910  202342  46  33.8325 N  62  34.9317 W   2.1       13.6       12.1        7.7       44.9 
070910  202343  46  33.8320 N  62  34.9319 W   2.1       13.6       12.1        7.7       43.5*
070910  202344  46  33.8314 N  62  34.9320 W   2.1       13.6       12.1        7.7       43.5 
070910  202345  46  33.8308 N  62  34.9322 W   2.1       13.6       12.1        7.7       43.5 
070910  202346  46  33.8303 N  62  34.9323 W   2.0       13.6       12.1        7.7       43.5 
070910  202347  46  33.8298 N  62  34.9324 W   2.0       13.6       12.1        7.7       43.5 
070910  202348  46  33.8292 N  62  34.9327 W   2.1       13.6       12.1        7.7       44.0*
070910  202349  46  33.8286 N  62  34.9329 W   2.1       13.6       12.1        8.4*      44.0 
070910  202350  46  33.8281 N  62  34.9330 W   2.0       13.6       12.1        8.4       44.0 
070910  202351  46  33.8276 N  62  34.9332 W   2.0       13.6       12.1        8.4       44.0 
070910  202352  46  33.8270 N  62  34.9334 W   2.1       13.6       11.7*       8.4       44.0 
070910  202353  46  33.8264 N  62  34.9336 W   2.1       13.6       11.7        8.4       44.0 
070910  202354  46  33.8259 N  62  34.9338 W   2.0       13.6       11.7        8.8*      43.5*
070910  202355  46  33.8254 N  62  34.9340 W   2.1       13.6       11.7        8.8       43.5 
070910  202356  46  33.8248 N  62  34.9342 W   2.1       13.6       11.7        8.8       43.5 
070910  202357  46  33.8242 N  62  34.9344 W   2.1       13.6       11.7        8.8       43.5 
070910  202358  46  33.8237 N  62  34.9346 W   2.1       13.6       11.7        8.8       43.5 
070910  202359  46  33.8232 N  62  34.9348 W   2.1       13.6       11.7        8.9*      47.1*
070910  202400  46  33.8226 N  62  34.9350 W   2.1       13.6       11.7        8.9       47.1 
070910  202401  46  33.8220 N  62  34.9352 W   2.1       13.6       11.7        8.9       47.1 
070910  202402  46  33.8215 N  62  34.9354 W   2.1       13.6       11.7        8.9       47.1 
070910  202403  46  33.8208 N  62  34.9356 W   2.1       13.6       11.7        8.9       47.1 
070910  202404  46  33.8202 N  62  34.9357 W   2.2       13.6       10.6*       8.9       43.1*
070910  202405  46  33.8197 N  62  34.9360 W   2.2       13.6       10.6        8.9       43.1 
070910  202406  46  33.8190 N  62  34.9361 W   2.2       13.6       10.6        8.9       43.1 
070910  202407  46  33.8185 N  62  34.9364 W   2.2       13.6       10.6        8.9       43.1 
070910  202408  46  33.8179 N  62  34.9366 W   2.2       13.6       10.6        8.9       43.1 
070910  202409  46  33.8172 N  62  34.9368 W   2.2       13.6       10.6        8.9       43.1 
070910  202410  46  33.8166 N  62  34.9371 W   2.2       13.6       10.6       11.2*      45.3*
070910  202411  46  33.8160 N  62  34.9371 W   2.2       13.6       10.6       11.2       45.3 
070910  202412  46  33.8154 N  62  34.9374 W   2.2       13.6       10.6       11.2       45.3 
070910  202413  46  33.8148 N  62  34.9376 W   2.2       13.6       10.6       11.2       45.3 
070910  202414  46  33.8142 N  62  34.9378 W   2.2       13.6       10.6       11.2       45.3 
070910  202415  46  33.8136 N  62  34.9380 W   2.2       13.6       10.6       11.2       44.9*
070910  202416  46  33.8130 N  62  34.9382 W   2.2       13.6       11.9*      11.2       44.9 
070910  202417  46  33.8124 N  62  34.9384 W   2.2       13.6       11.9       11.2       44.9 
070910  202418  46  33.8118 N  62  34.9387 W   2.2       13.6       11.9       11.2       44.9 
070910  202419  46  33.8112 N  62  34.9389 W   2.2       13.6       11.9       11.2       44.9 
070910  202420  46  33.8106 N  62  34.9391 W   2.2       13.6       11.9       11.2       44.9 
070910  202421  46  33.8100 N  62  34.9393 W   2.2       13.6       11.9       11.2       70.4*
070910  202422  46  33.8094 N  62  34.9395 W   2.2       13.6       11.9       11.2       70.4 
070910  202423  46  33.8088 N  62  34.9397 W   2.2       13.6       11.9       11.2       70.4 
070910  202424  46  33.8082 N  62  34.9399 W   2.2       13.6       11.9       11.2       70.4 
070910  202425  46  33.8077 N  62  34.9401 W   2.2       13.6       11.9       11.7*      70.4 
070910  202426  46  33.8070 N  62  34.9403 W   2.2       13.6       11.9       11.7       17.2*
070910  202427  46  33.8064 N  62  34.9405 W   2.2       13.6       11.9       11.7       17.2 
070910  202428  46  33.8058 N  62  34.9407 W   2.2       13.6       11.8*      11.7       17.2 
070910  202429  46  33.8052 N  62  34.9410 W   2.2       13.6       11.8       11.7       17.2 
070910  202430  46  33.8047 N  62  34.9412 W   2.2       13.6       11.8       11.7       17.2 
070910  202431  46  33.8040 N  62  34.9414 W   2.2       13.6       11.8       11.7       46.6*
070910  202432  46  33.8034 N  62  34.9415 W   2.2       13.6       11.8       11.7       46.6 
070910  202433  46  33.8028 N  62  34.9418 W   2.2       13.6       11.8       11.7       46.6 
070910  202434  46  33.8023 N  62  34.9420 W   2.2       13.6       11.8       11.7       46.6 
070910  202435  46  33.8017 N  62  34.9422 W   2.2       13.6       11.8       11.7       46.6 
070910  202436  46  33.8011 N  62  34.9424 W   2.2       13.6       11.8       11.7       46.6 
070910  202437  46  33.8006 N  62  34.9426 W   2.2       13.6       11.8       11.7       43.5*
070910  202438  46  33.8001 N  62  34.9428 W   2.2       13.6       11.8       11.7       43.5 
070910  202439  46  33.7994 N  62  34.9430 W   2.2       13.6       11.8       11.7       43.5 
070910  202440  46  33.7988 N  62  34.9432 W   2.2       13.6       11.7*      11.7       43.5 
070910  202441  46  33.7983 N  62  34.9434 W   2.2       13.6       11.7       11.7       43.5 
070910  202442  46  33.7978 N  62  34.9436 W   2.2       13.6       11.7       11.7       43.5*
070910  202443  46  33.7972 N  62  34.9439 W   2.2       13.6       11.7       11.7       43.5 
070910  202444  46  33.7965 N  62  34.9441 W   2.3       13.6       11.7       11.7       43.5 
070910  202445  46  33.7959 N  62  34.9443 W   2.3       13.6       11.7       11.7       43.5 
070910  202446  46  33.7954 N  62  34.9446 W   2.2       13.6       11.7       11.7       43.5 
070910  202447  46  33.7948 N  62  34.9449 W   2.2       13.6       11.7       11.7       43.5 
070910  202448  46  33.7942 N  62  34.9451 W   2.3       13.6       11.7       11.7       44.9*
070910  202449  46  33.7936 N  62  34.9454 W   2.3       13.6       11.7       11.7       44.9 
070910  202450  46  33.7930 N  62  34.9456 W   2.3       13.6       11.7       11.7       44.9 
070910  202451  46  33.7924 N  62  34.9458 W   2.3       13.6       11.7       11.7       44.9 
070910  202452  46  33.7918 N  62  34.9461 W   2.3       13.6       12.1*      11.7       44.9 
070910  202453  46  33.7912 N  62  34.9463 W   2.3       13.6       12.1       11.7       45.3*
070910  202454  46  33.7905 N  62  34.9465 W   2.3       13.6       12.1       11.7       45.3 
070910  202455  46  33.7899 N  62  34.9467 W   2.3       13.6       12.1       11.7       45.3 
070910  202456  46  33.7893 N  62  34.9470 W   2.3       13.6       12.1       11.7       45.3 
070910  202457  46  33.7888 N  62  34.9472 W   2.3       13.6       12.1       11.7       45.3 
070910  202458  46  33.7881 N  62  34.9474 W   2.3       13.6       12.1       11.7       43.5*
070910  202459  46  33.7875 N  62  34.9476 W   2.3       13.6       12.1       11.7       43.5 
070910  202500  46  33.7869 N  62  34.9478 W   2.3       13.6       12.1       11.7       43.5 
070910  202501  46  33.7863 N  62  34.9481 W   2.3       13.6       12.1       11.7       43.5 
070910  202502  46  33.7856 N  62  34.9483 W   2.3       13.6       12.1       11.7       43.5 
070910  202503  46  33.7850 N  62  34.9485 W   2.3       13.6       12.1       11.7       43.5 
070910  202504  46  33.7844 N  62  34.9486 W   2.3       13.6       11.7*      11.7       43.1*
070910  202505  46  33.7838 N  62  34.9489 W   2.3       13.6       11.7       11.7       43.1 
070910  202506  46  33.7831 N  62  34.9491 W   2.3       13.6       11.7       11.7       43.1 
070910  202507  46  33.7825 N  62  34.9493 W   2.3       13.6       11.7       11.7       43.1 
070910  202508  46  33.7819 N  62  34.9495 W   2.3       13.6       11.7       11.7       43.1 
070910  202509  46  33.7812 N  62  34.9498 W   2.3       13.6       11.7       11.7      106.4*
070910  202510  46  33.7806 N  62  34.9501 W   2.3       13.6       11.7       11.7      106.4 
070910  202511  46  33.7801 N  62  34.9502 W   2.3       13.6       11.7       11.7      106.4 
070910  202512  46  33.7796 N  62  34.9504 W   2.2       13.6       11.7       11.7      106.4 
070910  202513  46  33.7790 N  62  34.9505 W   2.2       13.6       11.7       11.7      106.4 
070910  202514  46  33.7785 N  62  34.9507 W   2.1       13.6       11.7       11.7      106.4 
070910  202515  46  33.7781 N  62  34.9509 W   2.1       13.6       11.7       11.7      106.4 
070910  202516  46  33.7777 N  62  34.9511 W   2.0       13.6       11.7       11.7      106.4 
070910  202517  46  33.7773 N  62  34.9512 W   1.9       13.6       11.7       11.7      106.4 
070910  202518  46  33.7769 N  62  34.9513 W   1.9       13.6       11.7       11.7      106.4 
070910  202519  46  33.7764 N  62  34.9515 W   1.8       13.6       11.7       11.7      106.4 
070910  202520  46  33.7761 N  62  34.9517 W   1.7       13.6       11.7       11.7      106.4 
070910  202521  46  33.7758 N  62  34.9518 W   1.7       13.6       11.7       11.7      106.4 
070910  202522  46  33.7754 N  62  34.9519 W   1.6       13.6       11.7       11.7      106.4 
070910  202523  46  33.7750 N  62  34.9521 W   1.6       13.6       11.7       11.7      106.4 
070910  202524  46  33.7747 N  62  34.9522 W   1.5       13.6       11.7       11.7      106.4 
070910  202525  46  33.7745 N  62  34.9523 W   1.4       13.6       11.7       11.7      106.4 
070910  202526  46  33.7741 N  62  34.9524 W   1.4       13.6       11.7       11.7      106.4 
070910  202527  46  33.7738 N  62  34.9525 W   1.4       13.6       11.7       11.7      106.4 
070910  202528  46  33.7735 N  62  34.9526 W   1.3       13.6       11.7       11.7      106.4 
070910  202529  46  33.7733 N  62  34.9527 W   1.3       13.6       11.7       11.7      106.4 
070910  202530  46  33.7731 N  62  34.9529 W   1.2       13.6       11.7       11.7      106.4 
070910  202531  46  33.7728 N  62  34.9529 W   1.2       13.6       11.7       11.7       53.7*
070910  202532  46  33.7725 N  62  34.9530 W   1.1       13.6       11.7        8.0*      53.7 
070910  202533  46  33.7722 N  62  34.9532 W   1.1       13.6       11.7        8.0       53.7 
070910  202534  46  33.7720 N  62  34.9533 W   1.1       13.6       11.7        8.0       53.7 
070910  202535  46  33.7716 N  62  34.9534 W   1.1       13.6       11.7        8.0       53.7 
070910  202536  46  33.7713 N  62  34.9535 W   1.0       13.6       11.7        8.0       34.8*
070910  202537  46  33.7711 N  62  34.9535 W   1.0       13.6       11.7       11.2*      34.8 
070910  202538  46  33.7709 N  62  34.9536 W   1.0       13.6       11.7       11.2       34.8 
070910  202539  46  33.7706 N  62  34.9537 W   1.0       13.6       11.7       11.2       34.8 
070910  202540  46  33.7703 N  62  34.9537 W   0.9        2.5*      11.7       11.2       34.8 
070910  202541  46  33.7701 N  62  34.9539 W   0.9        2.5       11.7       11.2       48.8*
070910  202542  46  33.7698 N  62  34.9540 W   0.9        2.5       11.7       15.0*      48.8 
070910  202543  46  33.7695 N  62  34.9540 W   0.9        2.5       11.7       15.0       48.8 
070910  202544  46  33.7693 N  62  34.9541 W   0.9        2.5       11.7       15.0       48.8 
070910  202545  46  33.7690 N  62  34.9541 W   0.9        2.5       11.7       15.0       48.8 
070910  202546  46  33.7688 N  62  34.9543 W   0.9        2.5       11.7       15.0       48.8 
070910  202547  46  33.7686 N  62  34.9544 W   0.9        2.5       11.7       15.0       50.1*
070910  202548  46  33.7684 N  62  34.9544 W   0.8        2.5       11.7        5.9*      50.1 
070910  202549  46  33.7682 N  62  34.9544 W   0.8        2.5       11.7        5.9       50.1 
070910  202550  46  33.7680 N  62  34.9545 W   0.8        2.5       11.7        5.9       50.1 
070910  202551  46  33.7678 N  62  34.9546 W   0.8        2.5       11.7        5.9       50.1 
070910  202552  46  33.7676 N  62  34.9547 W   0.8        2.5       11.7        5.9       36.9*
070910  202553  46  33.7674 N  62  34.9547 W   0.8        2.5       11.7        7.9*      36.9 
070910  202554  46  33.7673 N  62  34.9548 W   0.8        2.5       11.7        7.9       36.9 
070910  202555  46  33.7671 N  62  34.9549 W   0.8        2.5       11.7        7.9       36.9 
070910  202556  46  33.7669 N  62  34.9549 W   0.8        2.5       11.7        7.9       36.9 
070910  202557  46  33.7667 N  62  34.9550 W   0.8        2.5       11.7        7.9       36.9 
070910  202558  46  33.7665 N  62  34.9551 W   0.8        2.5       11.7       17.1*      24.6*
070910  202559  46  33.7662 N  62  34.9552 W   0.8        2.5       11.7       17.1       24.6 
070910  202600  46  33.7660 N  62  34.9552 W   0.8        2.5       11.7       17.1       24.6 
070910  202601  46  33.7658 N  62  34.9553 W   0.8        2.5       11.7       17.1       24.6 
070910  202602  46  33.7657 N  62  34.9554 W   0.8        2.5       11.7       17.1       24.6 
070910  202603  46  33.7655 N  62  34.9555 W   0.8        2.5       11.7       17.1       49.7*
070910  202604  46  33.7653 N  62  34.9556 W   0.8        2.5       11.7        6.0*      49.7 
070910  202605  46  33.7651 N  62  34.9556 W   0.8        2.5       11.7        6.0       49.7 
070910  202606  46  33.7649 N  62  34.9557 W   0.8        2.5       11.7        6.0       49.7 
070910  202607  46  33.7648 N  62  34.9558 W   0.8        2.5       11.7        6.0       49.7 
070910  202608  46  33.7646 N  62  34.9559 W   0.8        2.5       11.7        6.0       69.9*
070910  202609  46  33.7644 N  62  34.9560 W   0.8        2.5       11.7       17.6*      69.9 
070910  202610  46  33.7641 N  62  34.9561 W   0.8        2.5       11.7       17.6       69.9 
070910  202611  46  33.7639 N  62  34.9562 W   0.8        2.5       10.0*      17.6       69.9 
070910  202612  46  33.7637 N  62  34.9563 W   0.8        2.5       10.0       17.6       69.9 
070910  202613  46  33.7635 N  62  34.9565 W   0.8        2.5       10.0       17.6       69.9 
070910  202614  46  33.7633 N  62  34.9566 W   0.8        2.5       10.0        6.0*      69.9 
070910  202615  46  33.7631 N  62  34.9566 W   0.8        2.5       10.0        6.0       69.9 
070910  202616  46  33.7629 N  62  34.9568 W   0.9        2.5       10.0        6.0       69.9 
070910  202617  46  33.7626 N  62  34.9569 W   0.9        2.5       10.0        6.0       69.9 
070910  202618  46  33.7624 N  62  34.9570 W   0.8        8.2*      10.0        6.0       69.9 
070910  202619  46  33.7621 N  62  34.9571 W   0.8        8.2       10.0        6.8*      28.2*
070910  202620  46  33.7618 N  62  34.9573 W   0.9        8.2       10.0        6.8       28.2 
070910  202621  46  33.7616 N  62  34.9574 W   0.9        8.2       10.0        6.8       28.2 
070910  202622  46  33.7614 N  62  34.9576 W   0.9        8.2       10.0        6.8       28.2 
070910  202623  46  33.7612 N  62  34.9577 W   0.9        8.2       10.0        6.8       28.2 
070910  202624  46  33.7609 N  62  34.9578 W   0.9        8.2       10.0        6.8       46.2*
070910  202625  46  33.7607 N  62  34.9579 W   0.9        8.2       10.0        1.1*      46.2 
070910  202626  46  33.7605 N  62  34.9580 W   0.9        8.2       10.0        1.1       46.2 
070910  202627  46  33.7603 N  62  34.9581 W   0.9        8.2       10.0        1.1       46.2 
070910  202628  46  33.7601 N  62  34.9582 W   0.9        8.2       10.0        1.1       46.2 
070910  202629  46  33.7597 N  62  34.9584 W   1.0        8.2       10.0        1.1       46.2 
070910  202630  46  33.7594 N  62  34.9586 W   1.1        8.2       10.5*       1.1       46.2 
070910  202631  46  33.7591 N  62  34.9588 W   1.1        8.2       10.5        1.1       46.2 
070910  202632  46  33.7588 N  62  34.9590 W   1.1        8.2       10.5        1.1       46.2 
070910  202633  46  33.7584 N  62  34.9592 W   1.2        8.2       10.5        1.1       46.2 
070910  202634  46  33.7579 N  62  34.9595 W   1.2        8.2       10.5        1.1       46.2 
070910  202635  46  33.7575 N  62  34.9598 W   1.3        8.2       10.5        5.0*      23.3*
070910  202636  46  33.7571 N  62  34.9600 W   1.3        8.2       10.5        5.0       23.3 
070910  202637  46  33.7566 N  62  34.9602 W   1.4        8.2       10.5        5.0       23.3 
070910  202638  46  33.7561 N  62  34.9605 W   1.5        8.2       10.5        5.0       23.3 
070910  202639  46  33.7555 N  62  34.9608 W   1.5        8.2       10.5        5.0       23.3 
